colocating with libquantum
tonto
2384907522	5029155125	0.474216	30.291742
0.015391	2393121881	1292023355674	0.445450	54.322803
0.014833	2392377758	1296599153077	0.522833	27.908245
0.007195	2392464024	1300918727392	0.553866	24.136583
0.006148	2392709127	1305590324961	0.512182	25.197639
0.006865	2393083627	1310078558405	0.533191	29.659971
0.007624	2393495372	1314492344605	0.542277	27.047119
0.006957	2393388292	1319164748050	0.512239	24.307957
0.006299	2393280127	1323596297249	0.540055	23.873377
0.004182	2390680353	1328895029638	0.526237	45.969440
0.010986	2392924263	1333606073829	0.507939	47.816063
0.011778	2392073976	1338378183489	0.501261	41.819714
0.008455	2391210030	1343133319086	0.502869	37.050362
0.006057	2392051826	1347937049227	0.497957	39.033710
0.006804	2391857003	1353147880750	0.459016	47.580368
0.009352	2391964175	1358249278805	0.468884	47.764477
0.009688	2392007541	1363405378076	0.463918	46.437786
0.009047	2393611204	1368521564864	0.467851	48.429852
0.009803	2393467577	1373681926249	0.463818	48.436646
0.010309	2393182824	1379019285839	0.448383	53.827351
0.014472	2391890609	1384356325507	0.448168	54.149410
0.014097	2391937007	1389717855937	0.446130	54.923847
0.014836	2391280651	1395066484705	0.447083	55.802208
0.015611	2391780141	1400533083864	0.526370	42.802441
0.013709	2392747845	1403851037628	0.721152	59.363338
0.060679	2392349008	1407430258230	0.668399	62.381477
0.063291	2392353736	1410942657406	0.681117	73.554169
0.083102	2392858746	1413866409298	0.818421	35.622395
0.030138	2390331559	1418919754442	0.548598	100.862091
0.113904	2392622708	1422019291300	0.771929	54.479969
0.057425	2391301113	1425756931863	0.739165	47.137833
0.043567	2392037704	1430028567755	0.559982	92.603607
0.106309	2391616406	1433775991859	0.638203	86.099213
0.097313	2392756074	1436633519017	0.837352	35.230068
0.031155	2392589045	1440386597210	0.637500	62.436726
0.061166	2392419607	1444922891120	0.527395	117.611977
0.142476	2391700226	1447827982792	0.823279	43.614143
0.042472	2391822676	1450699256145	0.833018	36.198345
0.032638	2391527784	1454407914100	0.644850	61.610695
0.060648	2390353020	1458783852649	0.546249	99.497208
0.118504	2390966981	1462723362526	0.606920	92.257225
0.107304	2391592143	1465845428923	0.766029	66.354935
0.061873	2390995081	1468526346227	0.891857	37.247929
0.030855	2391635280	1471806421810	0.729140	73.577263
0.070974	2390608807	1474897827752	0.773308	69.242462
0.064454	2393301007	1477515103636	0.914424	34.285229
0.028434	2393071998	1480476112415	0.808195	49.893642
0.041886	2392758029	1483821804785	0.715176	80.849403
0.083518	2392667811	1487247669815	0.698413	93.480080
0.089175	2392704072	1489817283526	0.931153	34.039536
0.028130	2392918711	1492402910995	0.925469	35.075554
0.028517	2391692132	1495268088569	0.834745	43.394077
0.034440	2392731379	1498399891920	0.764011	62.801735
0.060119	2392774105	1501995296847	0.665509	98.274132
0.104549	2392540658	1505204655623	0.745489	82.218819
0.076024	2393250483	1507711829256	0.954561	31.061377
0.024282	2391862519	1510254297299	0.940764	32.318436
0.024973	2391767336	1512893165801	0.906361	35.593933
0.028583	2391734075	1515912524905	0.792133	53.865578
0.046682	2390984452	1519227894823	0.721182	75.825432
0.078943	2389632583	1522843233348	0.660971	101.794403
0.105416	2391383459	1525749526427	0.822829	60.747528
0.052574	2391179520	1528278118272	0.945657	31.354584
0.025204	2392019703	1530806584057	0.946036	31.818750
0.024430	2391830990	1533410380900	0.918594	32.918606
0.025977	2391545720	1536335168726	0.817682	50.404072
0.041879	2393311481	1539376069964	0.787040	54.796799
0.048526	2392363805	1542799849076	0.698749	84.987534
0.087457	2391362598	1546405866920	0.663159	99.989685
0.104478	2392368496	1550891411545	0.533351	96.323402
0.073325	2393105753	1555691534344	0.498551	32.948685
0.008558	2393175890	1560459146768	0.501965	38.562561
0.008303	2393221786	1565647952090	0.461228	46.921806
0.012250	2391851289	1570904870291	0.536224	25.491154
0.006881	2391531632	1576373959283	0.515118	39.494228
0.009027	2391550606	1582207627717	0.480210	43.153831
0.008587	2392007486	1587443505697	0.456849	48.662689
0.011032	2392065780	1592760595755	0.449882	54.035591
0.014774	2391702411	1598098908150	0.545560	25.820503
0.006786	2391891313	1602560139185	0.536150	24.745268
0.006752	2391277204	1607086512991	0.528299	29.404898
0.007662	2392092021	1611441087464	0.549329	23.022127
0.004741	2390739983	1617026856415	0.514891	46.091499
0.011205	2392086047	1621736287281	0.507935	37.165657
0.006426	2392106929	1626690719390	0.482822	43.377575
0.008468	2392278828	1631855227326	0.463215	46.681183
0.009258	2392148644	1636972939194	0.467425	47.659149
0.009469	2392281203	1642255628406	0.452853	52.322334
0.013613	2391906925	1647613877851	0.446397	54.845161
0.014819	2374331807	1653008010082	0.440169	54.703407
0.014255	2395572580	1657905831209	0.489110	30.540178
0.007852	2396805870	1662516319081	0.519859	27.120836
0.006619	2398542769	1667401319377	0.491002	25.652018
0.006670	2391914100	1672038112027	0.516320	29.848839
0.007174	2391937251	1676757871221	0.507146	30.188971
0.007276	2392508648	1681666443301	0.487567	24.266951
0.005187	2270826524	1686139064041	0.508119	26.258707
0.004574	2389063188	1690888174161	0.503472	48.151222
0.011275	2387554518	1695787783060	0.487724	48.600281
0.011487	2388843209	1700571277522	0.499393	40.844784
0.007796	2387945635	1705395426184	0.494998	37.432804
0.005921	2388611132	1710356230328	0.481993	41.271095
0.007272	2372501820	1715617133786	0.451023	48.929886
0.009459	2386598999	1720789161904	0.461552	47.235195
0.009249	2386895084	1725935426464	0.463811	47.671448
0.009347	2386935566	1731135580882	0.459012	47.480247
0.009111	2385387370	1736374730618	0.455300	50.279232
0.011244	2386631428	1741766781501	0.442620	54.809418
0.014292	2385852953	1747161238954	0.442279	55.756645
0.015482	2387012727	1752483074845	0.448532	55.477875
0.014883	2386371475	1757831579030	0.446176	55.307308
0.014627	2386624205	1762206132976	0.545570	42.914333
0.015799	2385416160	1765547148519	0.713979	61.084873
0.064286	2386485617	1769258934847	0.642948	68.209694
0.070212	2386111313	1772564431213	0.721862	63.084618
0.067471	2387361592	1775731751119	0.753748	45.625225
0.041847	2390871688	1780821829829	0.538881	109.236572
0.128504	2392909875	1783732031451	0.822249	44.325405
0.044020	2393059170	1786902840759	0.754716	44.832981
0.040867	2392766795	1791057985195	0.575856	86.871201
0.096090	2391448638	1795427462354	0.684252	75.038712
0.083665	2394058985	1798414973242	0.801356	36.966724
0.032628	2391391124	1803096659522	0.590310	79.737625
0.085625	2392227069	1807333332892	0.564647	106.369278
0.124614	2393137362	1810099713018	0.865079	35.327202
0.030138	2393115096	1813107045625	0.795760	34.580593
0.029527	2393107011	1817054447457	0.606249	73.399673
0.075910	2392120228	1821576129556	0.529033	114.613281
0.136302	2392318384	1825031060519	0.692436	69.523544
0.073098	2392930185	1828010245202	0.803217	60.253368
0.056553	2393016073	1830860041913	0.839715	44.500095
0.036500	2393010940	1834392119158	0.677508	92.952507
0.096019	2393094203	1837108684738	0.880926	44.247608
0.036863	2393378111	1839733384223	0.911867	33.517269
0.026283	2392972434	1842854705478	0.766654	58.056648
0.050859	2389249826	1846457825006	0.663106	99.030190
0.103941	2392519636	1849506972788	0.784652	69.982216
0.062731	2392355071	1852084001483	0.928339	34.279999
0.028571	2392630382	1854656384968	0.930122	33.013817
0.025631	2390774133	1858240974561	0.772090	56.520168
0.049503	2392470210	1861615527911	0.708974	81.408730
0.084478	2391265913	1865355090671	0.639451	112.477333
0.112369	2391375580	1867911096119	0.935591	37.368580
0.029476	2392028895	1870412110324	0.956424	31.299017
0.025291	2391058229	1873453688141	0.926047	31.939495
0.024375	2391439248	1876957352367	0.782517	56.828590
0.050253	2392238304	1880176764174	0.743067	70.584656
0.071135	2391657103	1883754576406	0.668469	99.472046
0.102273	2392391355	1886767512095	0.794040	66.927017
0.062246	2392958839	1889371598980	0.918924	35.059616
0.029747	2391976846	1891852351383	0.964214	31.263216
0.025186	2391887611	1894442841247	0.923334	32.266033
0.024702	2392467886	1897257585597	0.849977	45.071526
0.037398	2392664740	1900324163982	0.780239	56.331741
0.050140	2392854201	1903652108601	0.719019	78.061981
0.080357	2391663191	1907230374288	0.668386	99.139481
0.103912	2392417768	1911566449962	0.551747	106.190292
0.088064	2392984611	1916363758252	0.498818	34.974228
0.008828	2393192489	1921080389637	0.507394	35.386383
0.007898	2392231323	1926338985163	0.454918	48.686806
0.012259	2391936334	1931611654609	0.540523	24.879520
0.006581	2391999364	1937070816055	0.520064	37.624634
0.008767	2391917647	1942874865407	0.483906	41.998955
0.008114	2393098478	1948039717931	0.463343	46.927200
0.009847	2392967091	1953398274574	0.446569	54.576500
0.014899	2393008741	1958047753472	0.514683	34.577316
0.009098	2393031128	1962632751457	0.521926	23.549793
0.006439	2393095204	1967025978424	0.544724	29.197124
0.007629	2393152377	1971547042562	0.529334	23.136852
0.005218	2393163862	1975978487969	0.540041	40.307751
0.009649	2394416706	1980755810216	0.501205	42.889553
0.009598	2393469561	1985435928828	0.511412	37.364311
0.006623	2392695554	1990597604072	0.463550	46.580883
0.009288	2392882302	1995703195276	0.468679	46.799610
0.009308	2393461441	2000903529975	0.460251	48.994408
0.010689	2394225026	2006273190544	0.445880	55.064034
0.014957	2393312766	2011639707558	0.445971	54.423809
0.014536	2393287477	2016673916304	0.475405	41.412647
0.011189	2393270499	2021072046697	0.544156	26.598112
0.007124	2392999702	2025736022791	0.513081	29.156212
0.007471	2392796756	2030348302926	0.518788	29.509762
0.007451	2393033797	2034599371659	0.562925	22.240072
0.005936	2393447043	2039268422207	0.512620	27.378908
0.007345	2393269431	2043830408703	0.524611	26.345860
0.005900	2393444000	2048105201327	0.559897	25.924459
0.004888	2392742319	2052746560105	0.515526	47.115425
0.011616	2392886899	2057608869606	0.492130	48.272465
0.011655	2393558207	2062350406495	0.504806	40.318722
0.007907	2393210333	2067087155386	0.505243	37.000233
0.006077	2393364828	2071999546472	0.487210	40.398533
0.007092	2393350733	2077135834318	0.465969	48.309120
0.009719	2393186862	2082334677445	0.460331	46.946033
0.009220	2393025812	2087421327623	0.470452	47.612778
0.009436	2393051178	2092574434749	0.464390	47.398094
0.009348	2392921212	2097785384024	0.459210	49.790443
0.011121	2393233330	2103139034965	0.447028	53.851959
0.013723	2393388495	2108512633213	0.445398	54.955059
0.014690	2393353801	2113864967750	0.447161	55.440582
0.015384	2393375284	2119181002424	0.450218	55.602596
0.014960	2392583229	2123788352721	0.519297	43.677822
0.013714	2392884138	2127117177543	0.718838	59.286358
0.060426	2392915664	2130691849164	0.669409	61.858257
0.061239	2392749811	2134237447814	0.674851	74.542259
0.083501	2393119338	2137163570638	0.817846	35.131664
0.029206	2390883748	2142238847310	0.547833	101.122200
0.114418	2392465271	2145434258837	0.748719	58.471680
0.061057	2393180327	2148660049189	0.741890	46.769039
0.042237	2390303861	2153709162106	0.545878	100.091278
0.114491	2392795162	2157214355967	0.682643	73.863144
0.079882	2391761663	2160893673732	0.766420	41.061947
0.036956	2392528970	2165080215374	0.571481	86.268578
0.096293	2392312117	2169105119662	0.594377	96.427238
0.111452	2393130811	2171961552624	0.837804	39.712173
0.036684	2393360203	2175098595681	0.762935	39.180016
0.033794	2393066237	2179153271248	0.590199	76.969749
0.082994	2392122836	2183788914523	0.516028	123.764503
0.149383	2393109761	2186997574274	0.745828	59.562111
0.057185	2393060697	2189870721413	0.832906	53.035824
0.047686	2393282078	2192757968072	0.828915	46.141983
0.037899	2391728333	2196787237875	0.711965	87.308105
0.085100	2393440247	2199430043747	0.905644	35.108952
0.028438	2392937183	2202279332114	0.839837	44.273190
0.036730	2393011372	2205489660797	0.745410	67.569862
0.064702	2392526171	2209199511273	0.644912	108.782394
0.109635	2393448023	2211827511908	0.910749	40.447357
0.032534	2391970007	2214894100314	0.924238	35.330105
0.029210	2393260795	2217687711241	0.856691	40.105560
0.029885	2391792724	2221417304385	0.749629	65.806427
0.063439	2391929993	2225029085423	0.662258	100.064621
0.103944	2392856938	2228138476881	0.769558	75.571327
0.069073	2393330093	2230684087933	0.940179	31.834787
0.024764	2392079297	2233719378784	0.944512	31.445576
0.025178	2391674210	2237011423271	0.847106	45.071423
0.036374	2393006678	2240074895555	0.781142	55.853287
0.050863	2392273789	2243595790339	0.679451	93.873444
0.097887	2392430949	2247079022563	0.686842	96.981628
0.094490	2393300401	2249671944699	0.923013	34.742416
0.028010	2393219726	2252241417672	0.931405	32.832607
0.026116	2393308044	2254857074314	0.914993	35.438431
0.029586	2393188757	2257452667753	0.922020	32.644756
